millis,aX,aY,aZ,gX,gY,gZ
38502,-0.122,0.172,0.964,0.427,2.686,2.258
38510,-0.117,0.171,0.972,0.732,2.869,2.075
38519,-0.120,0.170,0.973,1.038,2.563,2.014
38528,-0.115,0.175,0.979,0.061,2.502,2.319
38537,-0.114,0.177,0.962,-1.526,2.441,2.747
38546,-0.111,0.179,0.959,-1.221,2.441,2.930
38554,-0.114,0.177,0.962,-0.061,2.625,3.174
38563,-0.118,0.174,0.966,0.671,2.441,3.479
38572,-0.118,0.173,0.974,1.099,2.441,3.540
38581,-0.118,0.172,0.976,0.549,2.380,3.662
38589,-0.114,0.174,0.968,-0.610,2.380,3.723
38598,-0.113,0.177,0.964,-0.549,2.258,3.357
38607,-0.114,0.176,0.969,0.610,2.075,3.235
38616,-0.122,0.174,0.962,0.183,2.502,3.418
38624,-0.117,0.173,0.968,0.854,2.563,3.357
38633,-0.120,0.172,0.968,0.977,2.747,3.235
38642,-0.122,0.172,0.968,0.549,2.808,3.357
38651,-0.121,0.174,0.970,0.305,2.869,3.296
38660,-0.120,0.173,0.968,0.244,2.991,3.235
38668,-0.123,0.172,0.969,0.122,2.991,3.357
38677,-0.122,0.173,0.968,0.244,2.869,3.174
38685,-0.125,0.172,0.964,-0.061,2.991,3.052
42001,-0.394,-1.459,1.415,28.992,10.376,-6.958
42009,-0.244,-1.397,1.365,25.085,-6.897,-0.916
42018,-0.256,-1.574,1.104,32.471,-33.508,15.076
42027,-0.374,-2.027,0.879,19.775,-20.813,33.447
42035,-0.200,-0.671,1.573,-23.132,40.771,63.232
42044,0.023,-1.857,1.432,8.240,23.132,113.831
42053,-0.340,-2.569,1.391,-0.977,-17.639,141.052
42062,-0.520,-1.977,1.197,-45.654,4.822,135.315
42071,-0.831,-0.218,0.682,-41.504,2.136,135.132
42079,-0.453,0.622,0.838,5.188,8.667,118.530
42088,-0.501,0.532,1.109,14.038,15.625,132.019
42097,-0.461,0.287,0.844,-16.357,10.010,136.414
42106,-0.283,-0.312,1.114,-27.710,16.724,135.437
42115,-0.487,1.907,0.295,-43.274,15.259,133.850
42123,-0.074,1.825,1.068,24.170,5.005,99.182
42132,0.160,1.343,1.003,-23.132,22.217,111.084
42141,-0.311,2.524,0.101,-50.232,15.747,116.699
42149,0.093,2.625,0.830,-7.507,3.967,68.115
42158,0.149,2.811,0.919,-8.728,10.864,47.241
42167,0.081,2.708,0.502,-2.563,34.363,46.570
42176,0.103,2.493,0.461,-11.169,31.555,28.137
42185,0.034,2.329,0.284,-24.414,20.508,1.953
42193,-0.018,2.006,0.252,-35.828,6.714,-20.081
42202,-0.197,1.494,0.335,-47.058,-8.240,-35.156
42211,-0.293,0.494,0.991,-15.625,-8.728,-45.715
42220,-0.112,-0.611,1.474,36.926,17.273,-31.555
42229,-0.475,0.876,0.688,-19.104,28.687,8.362
42237,-0.381,0.268,1.038,-14.526,3.662,-7.874
42246,-0.287,-0.243,1.028,-9.583,6.775,-7.263
42255,-0.265,-0.531,1.220,1.648,-8.911,-11.841
42264,-0.219,-0.598,1.015,22.644,-20.203,-18.066
42272,-0.101,-0.435,0.963,20.630,-13.550,-8.972
42281,-0.082,-0.267,0.948,9.583,-12.268,0.549
42290,-0.099,-0.054,0.888,1.892,-10.864,8.667
42299,-0.114,0.134,0.959,0.061,-6.653,9.033
42307,-0.091,0.250,0.966,5.005,5.615,6.653
42316,-0.095,0.315,0.980,4.517,6.348,6.836
42325,-0.097,0.325,0.985,3.113,5.066,6.165
42334,-0.108,0.290,0.981,1.770,1.831,6.348
42342,-0.105,0.274,0.920,3.235,-0.610,7.568
42351,-0.146,0.296,0.936,5.737,-1.282,8.728
42360,-0.132,0.249,0.955,4.578,1.831,6.775
42369,-0.139,0.177,0.959,2.747,4.639,5.737
42378,-0.143,0.163,0.978,-0.244,6.531,4.944
42386,-0.144,0.143,0.984,-3.357,8.179,3.723
42395,-0.133,0.118,0.976,-5.005,7.874,2.747
42404,-0.128,0.123,0.980,-4.089,6.470,1.404
42413,-0.133,0.146,0.968,-2.747,4.883,0.183
42422,-0.128,0.156,0.961,-2.563,4.761,-0.671
42430,-0.125,0.167,0.964,-2.930,5.371,-0.854
42439,-0.127,0.176,0.964,-3.113,5.737,-0.610
42447,-0.131,0.181,0.970,-3.174,5.920,-0.427
42456,-0.136,0.180,0.968,-3.113,5.432,-0.244
42465,-0.142,0.183,0.975,-2.869,4.517,-0.305
42474,-0.147,0.175,0.972,-2.441,3.052,-0.244
42483,-0.146,0.182,0.974,-1.221,1.526,-0.122
42491,-0.147,0.191,0.967,0.427,0.000,-0.366
42500,-0.149,0.197,0.955,1.709,-1.465,-0.854
42509,-0.143,0.191,0.961,2.747,-2.380,-1.892
42518,-0.143,0.155,0.963,2.869,-2.686,-2.686
42527,-0.145,0.153,0.969,3.113,-2.014,-2.502
42535,-0.226,0.176,0.938,3.479,-1.038,-2.014
42544,-0.092,0.152,1.014,2.930,3.540,0.305
42553,-0.135,0.172,0.964,2.136,2.197,-0.427
42562,-0.134,0.185,0.964,1.831,1.892,-0.610
42571,-0.126,0.178,0.972,2.258,1.831,-0.366
42579,-0.126,0.168,0.967,2.014,1.648,-0.549
42588,-0.128,0.165,0.969,2.197,1.587,-0.610
42597,-0.129,0.168,0.966,2.197,2.075,0.122
42606,-0.132,0.164,0.962,1.831,2.136,0.671
42615,-0.137,0.154,0.967,1.343,2.441,1.587
42623,-0.132,0.146,0.974,1.587,2.625,2.502
42632,-0.137,0.146,0.972,2.014,2.380,3.418
42640,-0.135,0.147,0.971,2.380,1.953,4.333
42649,-0.137,0.153,0.972,2.686,1.404,4.761
42658,-0.135,0.159,0.970,2.869,1.099,5.249
42667,-0.135,0.166,0.965,2.563,1.038,5.371
42676,-0.137,0.180,0.969,1.465,1.709,5.188
42684,-0.138,0.178,0.970,0.305,2.563,4.456
42693,-0.136,0.176,0.969,0.000,2.258,3.906
42702,-0.134,0.170,0.966,0.000,1.953,3.784
42711,-0.132,0.169,0.964,0.488,2.014,3.662
42720,-0.133,0.173,0.966,0.305,2.258,3.723
42728,-0.135,0.174,0.964,0.183,2.319,3.967
42737,-0.137,0.177,0.967,-0.305,2.686,4.272
42746,-0.137,0.174,0.968,-0.671,2.991,4.028
42755,-0.139,0.168,0.966,-0.793,3.235,3.784
42764,-0.139,0.167,0.964,-0.793,3.418,3.967
42772,-0.139,0.167,0.968,-0.854,3.235,4.089
42781,-0.139,0.166,0.967,-0.671,3.357,3.906
42790,-0.135,0.171,0.972,-0.854,3.357,3.601
42798,-0.142,0.173,0.970,-1.099,3.601,3.662
42807,-0.135,0.172,0.969,-1.282,3.296,3.845
42816,-0.137,0.167,0.965,-1.038,2.502,3.906
42825,-0.136,0.164,0.964,-0.610,2.441,3.784
42834,-0.135,0.165,0.965,-0.305,2.625,3.540
42842,-0.135,0.172,0.967,-0.122,2.625,3.296
42851,-0.138,0.172,0.969,-0.366,3.113,3.479
42860,-0.140,0.173,0.969,-0.854,3.174,3.601
42869,-0.141,0.173,0.964,-0.671,2.930,3.723
42877,-0.141,0.175,0.964,-0.549,2.930,3.662
42886,-0.141,0.175,0.966,-0.366,2.930,3.662
42895,-0.138,0.177,0.963,-0.122,2.869,3.601
42904,-0.137,0.176,0.968,-0.366,3.113,3.662
42913,-0.137,0.177,0.972,-0.366,2.991,3.601
42921,-0.139,0.181,0.969,-0.366,2.625,3.357
42930,-0.136,0.173,0.967,0.183,2.258,3.174
42939,-0.135,0.171,0.963,0.366,2.014,3.357
42948,-0.134,0.173,0.967,0.549,2.014,3.357
42957,-0.137,0.175,0.967,0.305,2.258,3.296
42965,-0.135,0.179,0.968,-0.427,2.441,3.296
42974,-0.135,0.176,0.969,-0.671,2.563,2.991
42982,-0.134,0.176,0.964,-0.916,2.869,2.747
42991,-0.129,0.174,0.960,-1.038,2.930,2.686
43000,-0.131,0.175,0.963,-0.977,3.296,2.686
43009,-0.134,0.174,0.964,-1.343,3.784,2.563
43018,-0.134,0.176,0.963,-1.343,4.211,2.563
43026,-0.138,0.174,0.967,-2.075,4.639,2.563
43035,-0.140,0.170,0.968,-2.258,4.822,2.502
46490,-0.450,1.373,0.800,-41.870,32.532,-14.587
46499,-0.640,1.657,0.586,-10.803,-0.916,-22.705
46508,-0.625,1.943,0.577,-5.859,-2.502,-33.386
46517,-0.635,2.052,0.500,-4.272,-7.812,-54.321
46525,-0.656,1.989,0.523,-3.296,-9.338,-77.820
46534,-0.697,2.163,0.425,8.240,-10.681,-103.088
46543,-0.626,2.067,0.468,23.376,-19.165,-119.812
46552,-0.580,1.964,0.568,38.513,-23.743,-139.526
46561,-0.437,1.585,0.603,54.993,-31.311,-150.574
46569,-0.259,0.498,1.065,61.951,-25.513,-171.021
46578,0.218,-0.943,1.488,46.631,-6.897,-173.584
46587,-0.385,0.916,0.700,-7.996,-0.977,-121.887
46596,-0.606,0.541,0.655,2.808,-21.301,-125.977
46604,-0.281,-0.963,1.262,7.874,-6.165,-139.832
46613,-0.637,-1.387,1.161,2.014,-5.859,-136.292
46622,-0.355,-2.238,1.536,23.499,-15.198,-121.643
46631,-0.148,-1.848,1.129,16.174,-7.446,-98.450
46639,-0.708,-2.194,1.445,24.536,-23.010,-83.191
46648,0.033,-3.439,1.816,42.297,-29.968,-85.938
46657,0.126,-2.577,1.536,16.357,-21.545,-78.369
46666,0.004,-1.919,1.266,10.498,-27.161,-55.298
46675,0.306,-2.594,1.390,25.513,-26.245,-40.527
46683,0.253,-2.488,1.542,2.075,-2.136,-19.592
46692,-0.238,-0.271,0.943,-6.714,-3.662,-1.587
46701,-0.109,-0.286,1.007,17.578,-10.681,-1.526
46710,-0.146,-0.099,1.022,15.808,-1.099,3.723
46719,-0.136,0.010,1.078,14.343,-0.305,12.146
46727,0.059,-0.200,1.212,5.493,-3.723,25.146
46736,-0.127,-0.015,1.111,-26.550,-4.150,41.992
46745,-0.248,0.363,0.959,-54.932,-7.507,30.579
46754,-0.315,0.644,0.851,-66.101,-1.587,-1.892
46762,-0.270,0.571,0.830,-61.829,-4.456,-24.292
46771,-0.204,0.513,0.799,-55.115,-3.479,-33.997
46780,-0.175,0.531,0.750,-44.189,1.282,-30.212
46789,-0.180,0.468,0.707,-21.973,0.122,-30.945
46797,-0.153,0.363,0.751,6.409,0.366,-35.400
46806,-0.129,0.353,0.822,36.560,-1.953,-35.767
46815,-0.144,0.262,0.864,62.256,-8.240,-31.372
46824,-0.126,0.163,0.912,76.904,-6.165,-26.855
46832,-0.077,0.043,1.032,81.299,1.892,-23.621
46841,0.056,-0.143,1.276,70.740,9.705,-14.160
46850,-0.120,0.071,1.120,21.179,19.165,6.470
46859,-0.155,0.090,0.977,-3.540,9.155,7.446
46868,-0.113,0.057,1.001,-4.883,5.859,3.906
46876,-0.147,0.098,0.971,-1.709,3.479,2.686
46885,-0.170,0.068,0.993,1.587,0.854,1.709
46894,-0.158,0.078,0.988,1.465,0.122,4.028
46902,-0.155,0.120,0.975,0.488,-0.366,8.118
46911,-0.153,0.151,0.964,-0.366,-0.183,9.521
46920,-0.128,0.190,0.957,-1.282,0.732,8.850
46929,-0.129,0.198,0.953,-1.709,1.587,7.874
46937,-0.119,0.190,0.954,-1.160,2.686,7.080
46946,-0.108,0.182,0.954,0.244,3.784,6.287
46955,-0.113,0.178,0.956,2.625,4.333,5.859
46964,-0.109,0.170,0.964,3.967,5.127,5.005
46973,-0.104,0.166,0.969,4.211,5.554,4.150
46982,-0.104,0.167,0.970,4.089,6.042,4.089
46990,-0.095,0.168,0.975,4.028,6.287,4.150
46999,-0.094,0.166,0.970,3.662,6.042,3.723
47008,-0.109,0.160,0.969,3.174,5.920,3.479
47017,-0.115,0.160,0.976,3.601,5.371,3.967
47025,-0.070,0.160,0.974,3.906,4.700,4.883
47034,-0.049,0.182,0.980,4.150,4.700,4.639
47043,-0.092,0.163,0.975,5.310,4.211,3.662
47052,-0.098,0.149,0.992,4.700,3.845,2.991
47061,-0.115,0.145,0.976,3.296,3.052,3.296
47069,-0.122,0.140,0.986,2.625,2.258,2.869
47078,-0.141,0.133,0.976,1.770,1.343,2.747
47087,-0.153,0.126,0.965,0.854,0.671,2.991
47096,-0.164,0.126,0.968,1.526,0.671,3.479
47104,-0.169,0.121,0.971,2.686,0.610,4.028
47113,-0.161,0.123,0.971,3.174,0.610,4.272
47122,-0.140,0.131,0.964,3.113,0.854,3.723
47131,-0.136,0.139,0.968,2.502,1.587,2.502
47139,-0.169,0.151,0.980,2.075,2.258,1.526
47148,-0.135,0.150,0.972,2.625,1.526,1.648
47157,-0.136,0.152,0.971,3.418,1.160,1.892
47166,-0.146,0.144,0.956,3.967,1.343,2.197
47174,-0.143,0.126,0.969,4.456,2.075,2.808
47183,-0.130,0.133,0.968,3.906,2.930,3.784
47192,-0.122,0.136,0.971,4.089,3.418,4.456
47201,-0.125,0.141,0.970,3.662,4.089,5.005
47209,-0.125,0.137,0.969,3.845,4.700,5.493
47218,-0.120,0.143,0.973,4.150,4.639,5.615
47227,-0.124,0.139,0.976,3.601,4.883,5.432
47236,-0.113,0.143,0.981,2.625,4.211,4.944
47245,-0.111,0.146,0.979,1.709,3.357,4.333
47253,-0.109,0.141,0.976,0.305,3.052,4.028
47262,-0.110,0.137,0.974,-0.488,2.747,3.723
47271,-0.109,0.133,0.972,-0.061,2.502,3.296
47280,-0.117,0.134,0.970,0.977,2.380,3.174
47289,-0.124,0.138,0.975,1.648,2.258,3.113
47297,-0.124,0.140,0.973,1.831,2.197,3.357
47306,-0.122,0.144,0.977,1.587,1.953,3.662
47315,-0.121,0.145,0.974,1.465,1.770,4.456
47324,-0.108,0.142,0.973,1.465,1.770,5.127
47332,-0.126,0.146,0.966,0.793,1.953,5.676
47341,-0.117,0.145,0.965,1.282,1.831,5.737
47350,-0.115,0.141,0.981,3.296,2.563,4.822
47359,-0.130,0.136,0.978,1.343,2.625,4.333
47367,-0.131,0.135,0.981,0.061,2.258,3.601
47376,-0.132,0.137,0.974,-1.526,1.770,3.296
47385,-0.140,0.142,0.973,-2.502,1.526,3.296
47393,-0.146,0.156,0.985,-2.625,1.099,3.479
47402,-0.162,0.188,0.985,-2.686,0.000,4.517
47411,-0.208,0.173,0.938,-1.465,-2.319,5.676
47420,-0.156,0.148,0.985,1.831,-1.404,9.155
47429,-0.128,0.131,0.967,1.038,-0.793,13.733
47437,-0.105,0.129,0.981,-0.122,-0.916,15.259
47446,-0.106,0.131,0.964,-0.732,-0.549,13.611
47455,-0.105,0.131,0.953,-0.427,0.000,10.986
47464,-0.099,0.131,0.985,0.000,1.099,8.240
47472,-0.111,0.141,0.965,0.061,0.671,5.066
47481,-0.109,0.129,0.972,0.305,0.732,2.319
47490,-0.113,0.117,0.974,1.648,0.854,-0.427
47499,-0.118,0.114,0.980,2.502,1.282,-1.770
47507,-0.119,0.127,0.977,2.441,1.221,-2.136
47516,-0.120,0.145,0.976,1.831,1.221,-2.136
47525,-0.122,0.152,0.970,0.854,1.282,-2.441
52138,0.098,-1.706,1.147,-3.113,-17.578,-30.884
52146,0.172,-1.556,1.152,-15.198,-20.203,-17.883
52155,0.112,-1.473,1.038,-20.630,-19.958,4.272
52164,-0.028,-1.306,1.053,-17.029,-8.911,23.315
52173,-0.063,-1.541,1.166,-12.451,-2.563,48.157
52182,-0.054,-1.042,1.166,-20.325,-4.395,74.341
52190,-0.397,-0.447,0.934,-22.095,-4.883,90.027
52199,-0.134,-0.420,1.088,-5.981,6.287,91.370
52208,-0.187,-0.511,1.057,-17.883,3.296,94.666
52217,-0.203,-0.516,0.990,-31.128,-3.235,97.168
52226,-0.212,-0.355,1.022,-38.330,-4.761,104.126
52234,-0.229,-0.148,0.965,-39.185,-1.282,110.352
52243,-0.314,0.161,0.982,-40.527,1.831,117.310
52252,-0.318,0.331,0.959,-38.025,7.629,122.437
52260,-0.217,0.092,0.985,-38.574,10.742,131.836
52269,-0.423,0.220,0.884,-52.429,7.263,144.287
52278,-0.397,0.737,0.862,-54.871,15.320,153.076
52287,-0.453,0.879,0.894,-50.049,24.292,157.898
52296,-0.439,0.933,0.864,-52.734,31.250,157.959
52304,-0.458,0.929,0.889,-49.561,36.926,154.480
52313,-0.510,1.175,0.727,-47.424,48.584,154.541
52322,-0.506,1.559,0.559,-41.199,47.913,151.123
52331,-0.654,2.015,0.600,-35.645,37.964,133.667
52340,-0.720,2.486,0.470,-32.227,25.879,105.591
52348,-0.624,2.780,0.445,-27.222,22.461,67.505
52357,-0.544,2.937,0.456,-23.193,19.409,29.297
52366,-0.533,2.904,0.401,-19.470,11.719,-6.653
52375,-0.503,2.459,0.364,-17.029,1.099,-38.391
52383,-0.252,1.395,0.357,-19.531,-4.517,-72.632
52392,-0.043,1.165,0.812,-20.752,-4.333,-121.521
52401,-0.068,1.202,1.088,-5.737,-10.132,-124.695
52410,-0.378,2.343,0.404,-7.996,-10.498,-68.115
52419,-0.496,1.850,0.640,2.625,-24.719,-78.064
52427,0.002,1.001,0.772,-6.897,-10.010,-104.431
52436,-0.196,0.755,0.749,-20.752,-3.174,-105.469
52444,-0.150,-0.003,1.022,-14.038,-5.859,-99.365
52453,-0.188,0.027,1.154,-16.174,-0.732,-72.815
52462,-0.426,0.101,0.984,-7.629,-17.090,-44.495
52471,-0.175,-0.656,1.098,-2.380,-15.076,-53.589
52480,-0.235,-0.109,1.030,-9.155,-4.578,-55.908
52488,-0.231,-0.543,1.141,5.676,-19.958,-42.053
52497,-0.182,-0.492,1.103,6.653,-15.564,-29.907
52506,-0.127,-0.522,1.091,10.010,-15.198,-21.851
52515,-0.118,-0.629,1.161,10.925,-11.414,-8.423
52524,-0.149,-0.531,1.132,9.094,-8.240,1.282
52532,-0.127,-0.414,1.067,11.536,-8.911,6.897
52541,-0.105,-0.446,1.066,12.024,-7.751,9.216
52550,-0.111,-0.463,1.055,7.935,-1.465,12.756
52559,-0.090,-0.469,1.085,1.953,9.460,17.456
52568,-0.092,-0.318,1.072,-0.061,15.991,17.212
52576,-0.112,-0.173,1.022,2.747,14.771,15.503
52585,-0.104,-0.005,0.979,5.493,15.930,12.512
52594,-0.067,0.132,0.956,10.742,16.357,12.939
52603,-0.049,0.188,0.997,16.602,16.052,14.832
52611,-0.184,0.058,1.001,22.461,7.202,23.193
52620,-0.288,0.085,0.964,25.696,-2.136,30.640
52629,-0.118,0.199,0.967,25.391,-2.075,17.761
52638,0.023,0.358,0.977,25.391,-0.610,9.033
52647,0.002,0.363,0.974,24.353,-2.563,8.423
52655,-0.035,0.335,0.971,16.418,-0.671,7.324
52664,-0.082,0.246,0.976,7.690,1.709,5.249
52672,-0.082,0.201,0.974,1.465,3.052,4.822
52681,-0.087,0.220,0.954,-2.502,5.432,4.395
52690,-0.113,0.225,0.962,-5.066,8.057,2.625
52699,-0.133,0.211,0.973,-7.629,9.338,0.061
52708,-0.145,0.188,0.974,-9.888,8.911,-1.160
52716,-0.148,0.167,0.971,-10.010,7.446,-1.343
52725,-0.141,0.160,0.966,-7.996,5.371,-0.549
52734,-0.127,0.162,0.958,-5.066,3.662,0.549
52743,-0.122,0.169,0.958,-1.648,2.380,1.343
52752,-0.137,0.160,0.964,1.038,1.343,1.709
52761,-0.128,0.147,0.970,2.808,0.488,2.686
52769,-0.111,0.168,0.961,3.601,0.000,5.127
52778,-0.109,0.183,0.960,4.578,0.244,6.226
52787,-0.110,0.188,0.968,4.700,0.610,6.531
52796,-0.113,0.194,0.967,4.211,0.977,6.409
52804,-0.112,0.193,0.960,3.845,1.526,6.042
52813,-0.113,0.187,0.966,3.662,2.014,5.737
52822,-0.119,0.185,0.964,3.174,2.319,5.615
52831,-0.118,0.184,0.966,3.052,2.319,5.493
52839,-0.120,0.170,0.959,3.479,2.258,5.676
52848,-0.123,0.169,0.969,5.127,1.831,6.531
52857,-0.120,0.176,0.967,6.226,1.221,7.080
52865,-0.117,0.185,0.970,6.531,1.099,7.324
52874,-0.112,0.182,0.966,6.592,0.977,7.446
52883,-0.113,0.180,0.962,6.775,0.854,7.507
52892,-0.118,0.182,0.971,7.263,0.854,7.690
52901,-0.119,0.186,0.961,6.409,1.221,7.568
52909,-0.118,0.201,0.960,5.859,1.465,7.629
52918,-0.117,0.203,0.966,5.127,2.014,7.385
52927,-0.117,0.200,0.968,3.967,2.869,6.714
52936,-0.112,0.191,0.975,2.563,3.540,6.042
52945,-0.126,0.188,0.980,0.305,4.333,5.981
52953,-0.130,0.208,0.974,-2.563,4.578,6.104
52962,-0.114,0.202,0.972,-5.066,4.333,3.784
52971,-0.209,0.208,0.911,-7.019,5.066,1.648
52980,-0.076,0.139,1.061,-9.277,12.817,3.296
52989,-0.110,0.152,0.970,-8.484,8.972,3.052
52997,-0.117,0.165,0.960,-8.179,5.981,2.686
53006,-0.120,0.159,0.969,-6.531,6.104,2.075
53015,-0.117,0.164,0.970,-4.700,5.249,2.014
53024,-0.116,0.168,0.966,-3.601,4.395,1.831
53032,-0.112,0.175,0.970,-2.808,4.150,2.136
53041,-0.116,0.179,0.966,-2.502,3.723,2.563
53050,-0.117,0.185,0.958,-1.831,3.357,2.625
53059,-0.107,0.184,0.961,-0.549,3.235,2.625
53067,-0.108,0.186,0.964,0.244,3.418,2.441
53076,-0.112,0.184,0.966,0.000,4.211,2.625
53085,-0.116,0.185,0.969,-0.305,4.395,2.686
53094,-0.114,0.186,0.969,-0.305,4.395,2.563
53103,-0.115,0.186,0.967,-0.916,4.211,2.747
53111,-0.114,0.185,0.968,-0.977,4.211,2.686
53120,-0.117,0.186,0.969,-0.732,4.028,2.808
53129,-0.115,0.186,0.968,-0.671,3.662,2.930
53137,-0.114,0.186,0.967,-0.732,3.418,2.808
53146,-0.116,0.184,0.967,-0.916,3.479,2.808
53155,-0.115,0.173,0.964,-1.343,3.418,2.197
53164,-0.107,0.175,0.960,-1.770,4.333,1.160
53172,-0.111,0.193,0.967,-1.404,5.066,0.061
55216,-0.315,0.482,1.588,63.599,48.401,11.108
55225,0.101,0.332,1.434,-29.602,56.946,52.124
55233,-0.227,-0.597,0.923,-59.082,21.790,125.671
55242,-0.479,0.317,0.698,-44.678,27.649,90.515
55251,-0.515,0.844,0.607,1.770,11.292,63.660
55259,-0.534,0.983,1.064,33.569,3.113,27.039
55268,-0.174,0.418,1.116,5.493,8.911,25.269
55277,-0.532,0.726,0.688,-32.837,15.381,48.035
55286,-0.558,1.215,0.637,-20.752,11.658,46.326
55295,-0.468,1.344,0.702,-1.221,8.850,34.119
55303,-0.543,1.089,0.748,0.854,7.263,19.165
55312,-0.634,1.151,0.749,-5.798,9.888,4.333
55321,-0.533,1.395,0.686,-3.540,5.005,-1.587
55330,-0.518,1.595,0.652,2.258,-0.977,-1.953
55339,-0.490,1.704,0.625,2.625,-1.282,-8.667
55347,-0.438,1.717,0.626,1.526,-2.197,-19.531
55356,-0.405,1.787,0.559,2.625,-5.310,-28.381
55365,-0.236,1.658,0.640,7.446,-6.470,-38.879
55374,-0.221,1.556,0.702,8.667,-6.348,-48.157
55383,0.009,1.478,0.668,2.319,-4.272,-53.040
55391,-0.130,1.163,0.900,-4.150,-4.089,-52.124
55400,0.039,1.188,0.833,-7.996,-6.348,-44.678
55409,-0.099,1.174,0.802,0.183,-17.334,-40.405
55417,-0.008,1.000,0.942,15.625,-22.522,-42.908
55426,0.020,1.161,0.946,12.268,-24.292,-36.682
55435,0.032,1.663,1.094,23.682,-35.217,-39.734
55444,0.023,1.885,0.975,69.702,-25.879,-61.890
55452,0.073,1.651,0.769,115.417,-2.441,-94.421
55461,-0.156,1.349,0.591,124.146,-6.104,-129.150
55470,-0.214,0.847,0.836,102.844,-12.085,-156.860
55479,-0.529,0.237,0.521,76.294,20.691,-180.603
55488,-0.564,-1.315,0.623,34.790,20.874,-218.628
55496,-0.746,-0.586,0.039,-93.933,3.479,-211.182
55505,-1.502,-1.091,2.661,-139.282,-81.848,-208.862
55514,-1.012,-0.874,1.910,-22.156,-96.252,-228.760
55523,-0.754,-1.983,1.416,150.818,-35.400,-266.296
55532,-0.689,-2.701,0.906,208.069,-23.254,-260.803
55540,-0.541,-2.907,0.546,173.157,-10.559,-231.079
55549,-0.301,-3.171,1.032,99.243,-25.635,-196.777
55558,-0.266,-2.792,0.995,29.236,-6.226,-138.245
55566,-0.326,-3.123,1.045,0.549,11.963,-80.933
55575,-0.540,-2.212,0.887,-29.419,8.850,-24.292
55584,-0.529,-0.770,0.545,-52.856,-14.648,-10.559
55593,-0.144,-0.438,1.495,-76.477,-75.500,-37.354
55602,-0.027,-0.958,0.540,-68.359,-36.560,10.010
55610,-0.738,-0.251,-0.047,-99.060,-23.132,67.200
55619,-0.610,0.499,1.757,-112.244,-25.940,9.033
55628,0.152,-0.178,2.073,-51.086,107.483,-49.133
55637,-0.010,-0.294,1.009,-29.053,66.101,105.896
55646,-0.910,0.519,0.619,9.827,-0.549,193.542
55654,-0.651,1.121,0.998,43.823,6.165,66.772
55663,0.336,-0.352,1.531,2.563,0.244,5.188
55672,-0.509,0.532,0.546,-77.209,15.442,61.646
55681,-0.417,0.963,0.525,-29.114,4.700,23.682
55689,-0.035,0.870,0.899,29.602,-6.592,-14.282
55698,-0.101,0.431,1.051,41.077,-5.493,-9.583
55707,-0.239,0.095,0.951,25.757,-9.949,12.817
55716,-0.206,0.096,0.966,8.850,-1.221,9.094
55725,-0.209,0.044,1.048,6.042,1.892,5.798
55733,-0.192,0.037,0.987,13.062,-0.549,1.587
55742,-0.192,0.013,0.969,10.498,-1.160,3.052
55751,-0.147,0.018,0.988,8.362,0.671,2.136
55759,-0.104,0.033,0.974,6.958,2.197,4.211
55768,-0.109,0.048,0.953,7.141,4.639,7.935
55777,-0.120,0.082,0.974,5.676,8.423,12.085
55786,-0.101,0.147,0.994,4.517,10.010,12.939
55794,-0.088,0.187,0.993,6.348,9.949,14.526
55803,-0.094,0.175,0.989,7.385,5.432,18.066
55812,-0.098,0.205,0.949,7.019,3.540,16.296
55821,-0.099,0.226,0.955,7.080,3.967,15.503
55830,-0.097,0.206,0.969,7.996,5.066,14.954
55838,-0.107,0.200,0.980,8.545,5.310,14.038
55847,-0.104,0.191,0.981,8.057,5.554,12.634
55856,-0.111,0.177,0.969,6.104,5.188,10.376
55865,-0.104,0.174,0.987,4.944,4.700,7.690
55874,-0.113,0.195,0.952,2.625,4.028,5.676
55882,-0.121,0.175,0.959,1.160,4.028,3.723
55891,-0.085,0.169,0.969,0.183,3.601,2.808
55900,-0.082,0.154,0.969,1.221,4.272,2.686
55908,-0.088,0.153,0.979,2.625,5.066,3.967
55917,-0.111,0.144,0.967,3.418,5.371,5.859
55926,-0.108,0.140,0.983,3.296,5.371,6.165
55935,-0.120,0.140,0.982,2.808,4.517,4.761
55943,-0.138,0.143,0.975,1.221,3.052,3.418
55952,-0.124,0.137,0.981,0.183,1.953,1.099
55961,-0.123,0.141,0.969,-0.610,1.099,-0.854
55970,-0.123,0.137,0.972,-0.916,0.854,-1.892
55979,-0.117,0.143,0.966,-0.793,0.549,-1.953
55988,-0.119,0.136,0.976,-0.305,0.977,-1.404
55996,-0.125,0.134,0.977,0.488,0.916,-0.488
56005,-0.157,0.139,0.985,0.549,0.183,0.244
56014,-0.191,0.170,0.999,1.038,-0.977,-0.793
56023,-0.226,0.225,0.996,0.610,-5.432,-5.737
56031,-0.230,0.223,1.006,-1.526,-11.597,-15.747
56040,-0.067,0.042,1.141,-7.263,-18.494,-24.048
56049,-0.092,-0.021,1.136,-28.809,-27.283,-20.081
56057,-0.156,-0.023,1.094,-53.284,-30.823,-11.353
56066,-0.113,0.019,1.025,-69.824,-21.484,-4.517
56075,-0.149,0.128,1.002,-77.393,-11.841,3.418
56084,-0.140,0.213,0.912,-68.848,5.981,9.644
